Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Ford,Focus,1.0,Petrol,2013,55408,15484
Toyota,Yaris,1.4,Petrol,2002,149944,3514
VW,Golf,1.8,Petrol,2021,6373,39459
Toyota,RAV4,2.4,Hybrid,2007,112049,15867
Toyota,Prius,1.8,Hybrid,2005,64815,14287
Toyota,RAV4,1.8,Hybrid,2007,46955,21497
Ford,Focus,1.0,Petrol,2006,102666,7017
VW,Polo,1.4,Diesel,2014,62309,13923
Toyota,RAV4,1.8,Hybrid,1993,196835,2693
VW,Golf,1.2,Petrol,2017,33865,21213
Porsche,911,2.2,Petrol,2018,22199,91965
Toyota,Yaris,1.4,Hybrid,2001,109136,5434
Porsche,Cayenne,4.0,Petrol,2002,90474,18556
Toyota,RAV4,2.0,Hybrid,2018,20952,54914
Ford,Mondeo,1.4,Diesel,1996,103176,4418
VW,Polo,1.2,Petrol,2001,127723,3223
Toyota,Yaris,1.0,Hybrid,2005,74649,7671
Ford,Mondeo,2.0,Diesel,2019,34940,38517
Toyota,Prius,1.4,Hybrid,1993,196617,2024
VW,Golf,1.4,Petrol,2002,127387,4427
Ford,Focus,1.0,Petrol,2011,85335,11093
Ford,Focus,1.4,Petrol,2003,88544,7528
Toyota,Prius,1.0,Hybrid,1992,176604,1903
Toyota,RAV4,1.8,Hybrid,2009,68833,21350
VW,Golf,1.2,Petrol,2010,99925,8602
BMW,Z4,2.4,Petrol,2004,68708,13326
Toyota,RAV4,2.0,Hybrid,2004,129322,10382
Toyota,Yaris,1.4,Hybrid,2017,36461,25744
Toyota,Yaris,1.2,Petrol,2009,72738,9261
VW,Polo,1.4,Petrol,1993,217495,955
Toyota,RAV4,2.2,Hybrid,2016,28810,48228
VW,Golf,1.4,Petrol,1992,253413,764
VW,Passat,1.6,Diesel,1989,341741,378
Ford,Focus,1.6,Petrol,1999,155679,3674
Ford,Mondeo,1.8,Diesel,2019,30787,37433
BMW,M5,5.0,Petrol,1996,140252,12001
Ford,Focus,1.0,Diesel,2012,36355,17093
Ford,Fiesta,1.0,Petrol,1986,331165,170
Toyota,Yaris,1.4,Petrol,2017,30382,22227
Porsche,718 Cayman,2.4,Petrol,1995,137976,5312
VW,Passat,1.4,Diesel,2001,101907,6576
Toyota,Prius,1.8,Hybrid,1991,173990,2443
Ford,Fiesta,1.0,Petrol,2004,138953,3203
VW,Passat,2.0,Diesel,2007,163156,7234
Ford,Focus,1.6,Petrol,2018,45204,29130
VW,Passat,2.0,Diesel,2022,7782,57759
VW,Golf,1.6,Petrol,2011,69205,13162
Toyota,Prius,1.0,Hybrid,2006,51828,12372
VW,Golf,2.0,Petrol,2000,92303,6024
VW,Golf,1.6,Petrol,2005,145351,5011
Ford,Fiesta,1.2,Petrol,2004,138699,3516
Toyota,Prius,1.8,Hybrid,2006,42787,17550
Porsche,718 Cayman,2.4,Petrol,2001,136494,8020
Toyota,Yaris,1.0,Hybrid,2019,28087,26099
VW,Polo,1.2,Petrol,2007,63991,7614
Toyota,Prius,1.4,Hybrid,2006,107304,9994
Toyota,Prius,1.4,Hybrid,2019,32176,39212
VW,Golf,1.4,Petrol,2007,103965,7384
VW,Golf,2.0,Petrol,1991,264040,774
Ford,Fiesta,1.4,Petrol,1998,117616,3002
Toyota,Yaris,1.2,Hybrid,2007,100478,8002
Toyota,Prius,1.4,Hybrid,2016,52086,28468
VW,Golf,1.6,Petrol,1992,152855,1981
Ford,Focus,1.8,Petrol,2010,31473,19668
Toyota,RAV4,2.2,Petrol,2005,101278,12003
Ford,Focus,1.6,Hybrid,2016,27516,33957
VW,Golf,2.0,Diesel,2018,28407,31722
Ford,Mondeo,1.8,Diesel,2001,187542,3537
VW,Polo,2.0,Petrol,1988,160189,1345
Toyota,Yaris,1.4,Hybrid,2014,47951,19664
Toyota,Prius,1.8,Hybrid,1995,259370,1485
Ford,Fiesta,1.2,Petrol,2006,150801,3643
VW,Polo,1.2,Petrol,2008,97682,6448
VW,Passat,2.0,Diesel,2012,99767,16624
Porsche,Cayenne,3.5,Petrol,1987,317546,888
Ford,Mondeo,1.6,Petrol,2003,71971,8941
Toyota,RAV4,2.0,Hybrid,2000,115704,8835
Ford,Focus,1.6,Petrol,2007,91299,10304
VW,Polo,1.0,Petrol,2015,27980,14774
Ford,Mondeo,2.0,Petrol,2004,137798,6570
Ford,Mondeo,1.8,Diesel,2014,38215,25681
Toyota,Prius,1.4,Hybrid,1994,266923,1142
VW,Polo,1.0,Petrol,2008,46493,8303
Toyota,Prius,1.0,Hybrid,2003,122382,6167
VW,Polo,1.6,Petrol,2004,172952,3141
BMW,Z4,2.2,Petrol,1994,79111,6105
Toyota,RAV4,1.8,Hybrid,1994,203902,2705
Ford,Focus,1.0,Petrol,2018,34297,24582
Porsche,911,3.0,Petrol,2007,160305,19433
Toyota,Yaris,1.0,Hybrid,1996,35867,5384
Ford,Fiesta,1.2,Diesel,2011,86587,8723
Porsche,Cayenne,3.0,Diesel,2018,14658,78873
Ford,Focus,1.4,Petrol,2020,31287,33821
VW,Polo,1.2,Petrol,1998,178757,1735
Toyota,Yaris,1.4,Petrol,1994,53883,4162
Ford,Mondeo,1.6,Diesel,2018,10870,36852
Toyota,Prius,1.4,Hybrid,2005,82356,11191
VW,Polo,1.6,Petrol,1998,120898,3212
BMW,Z4,2.0,Petrol,1991,241081,1258
Ford,Fiesta,1.4,Petrol,1988,289688,342
Porsche,718 Cayman,2.4,Petrol,1997,246989,2355
BMW,X3,2.0,Petrol,1985,142992,2076
VW,Passat,1.8,Diesel,2011,64697,18821
BMW,M5,4.4,Petrol,1998,161830,10780
Ford,Focus,1.4,Petrol,2018,28024,30158
BMW,Z4,3.0,Petrol,1996,156682,4509
Ford,Fiesta,1.0,Petrol,2009,93538,6317
Toyota,Yaris,1.0,Petrol,2019,14288,23473
Ford,Focus,2.0,Petrol,2006,81822,11520
Toyota,RAV4,2.0,Hybrid,1986,215481,1508
BMW,Z4,2.2,Petrol,2019,28754,44415
VW,Passat,1.4,Diesel,2004,80705,9344
VW,Golf,2.0,Diesel,2009,60524,14316
VW,Passat,1.4,Diesel,2002,113879,6429
Ford,Mondeo,1.6,Diesel,2012,85455,15593
VW,Golf,1.2,Petrol,2019,5596,28309
Ford,Mondeo,1.8,Hybrid,2015,55395,28228
Toyota,Yaris,1.2,Petrol,2000,136312,3178
Ford,Mondeo,1.8,Petrol,1999,108377,5607
BMW,M5,5.0,Petrol,2011,76754,52387
VW,Passat,1.6,Diesel,1995,206056,2007
Toyota,RAV4,2.0,Hybrid,2000,148540,6818
Ford,Fiesta,1.2,Petrol,2018,23754,19725
Porsche,Cayenne,3.0,Petrol,1995,222539,3410
VW,Golf,1.2,Diesel,2014,39321,17658
VW,Polo,1.2,Petrol,2003,138515,3381
Toyota,RAV4,2.0,Hybrid,2012,59725,29179
Toyota,RAV4,1.8,Hybrid,2008,102206,15805
Ford,Focus,2.0,Diesel,2010,83311,15630
Ford,Focus,1.4,Petrol,2018,41355,27892
Ford,Fiesta,1.2,Diesel,2021,17474,26189
Toyota,RAV4,2.2,Hybrid,1992,199804,2713
VW,Polo,2.0,Petrol,2021,13577,33748
Ford,Fiesta,1.0,Petrol,2016,32446,14997
Toyota,RAV4,2.0,Hybrid,1997,130656,6443
Ford,Focus,1.4,Petrol,1994,118545,3311
Toyota,RAV4,1.8,Hybrid,2011,139810,14453
Toyota,Prius,1.0,Hybrid,2006,84312,9973
VW,Passat,1.6,Diesel,2002,83318,8585
Toyota,Yaris,1.4,Petrol,1986,183150,914
Ford,Focus,1.0,Petrol,2007,84337,8556
Porsche,Cayenne,3.0,Petrol,2002,114802,13435
Toyota,RAV4,2.2,Hybrid,2009,67314,23843
BMW,M5,5.0,Petrol,2000,122612,18006
VW,Golf,1.4,Petrol,1991,206254,1097
Toyota,RAV4,2.4,Hybrid,2018,26632,58275
Porsche,718 Cayman,4.0,Petrol,1991,248160,2016
Ford,Mondeo,1.4,Petrol,1996,130905,3406
VW,Golf,1.2,Petrol,2004,98438,5829
Toyota,RAV4,2.2,Hybrid,2005,93525,15238
Toyota,Yaris,1.4,Hybrid,1992,116353,2824
Ford,Fiesta,1.2,Petrol,1996,109619,2585
VW,Polo,1.6,Petrol,2001,129115,3681
Toyota,RAV4,2.0,Hybrid,2017,43027,45206
VW,Passat,2.0,Diesel,2015,48864,28657
Ford,Mondeo,1.8,Diesel,2012,81668,16982
Toyota,Prius,1.4,Hybrid,2018,29828,37183
VW,Golf,1.8,Petrol,1991,257172,783
Toyota,RAV4,1.8,Petrol,2014,51097,27842
Toyota,Yaris,1.4,Petrol,2017,32667,21935
VW,Golf,1.8,Petrol,1993,261776,857
VW,Polo,1.4,Petrol,1987,219722,627
Toyota,RAV4,2.2,Petrol,2020,20840,54875
BMW,Z4,2.4,Petrol,1997,190184,3243
BMW,M5,4.0,Petrol,2017,34125,91619
Ford,Focus,2.0,Petrol,1988,261729,771
Toyota,Yaris,1.2,Hybrid,2016,36087,22347
Ford,Mondeo,1.4,Diesel,2002,161406,4165
Toyota,Prius,1.4,Hybrid,1991,162940,2365
Ford,Focus,1.8,Petrol,1991,336739,437
Ford,Focus,1.4,Petrol,2009,103983,10044
Ford,Fiesta,1.0,Petrol,2018,38404,16547
VW,Passat,1.4,Diesel,1993,120931,3343
Toyota,Yaris,1.0,Hybrid,2002,148230,3614
VW,Passat,1.8,Diesel,2006,107503,9985
VW,Passat,2.0,Diesel,2004,124610,8086
Porsche,Cayenne,3.0,Petrol,2010,79557,29571
BMW,M5,4.4,Petrol,2002,105680,21943
VW,Passat,1.6,Diesel,1991,95548,3780
Toyota,Yaris,1.4,Hybrid,1987,288484,449
Ford,Mondeo,1.6,Diesel,1995,118507,3938
Toyota,Yaris,1.0,Hybrid,1996,93423,3692
BMW,X3,3.0,Diesel,2007,88368,17529
Porsche,Cayenne,3.0,Petrol,2003,140899,11711
BMW,X3,2.0,Diesel,1995,36797,8995
VW,Passat,2.0,Petrol,2000,129208,5690
VW,Passat,1.8,Diesel,2015,72434,23341
Toyota,Yaris,1.4,Hybrid,2018,34625,27818
Toyota,Yaris,1.2,Petrol,2008,97903,7263
Toyota,Yaris,1.2,Petrol,1997,270963,797
Ford,Mondeo,1.6,Diesel,2013,76733,17705
VW,Golf,1.2,Petrol,2001,166693,2786
Ford,Focus,2.0,Petrol,1995,112716,4422
Ford,Fiesta,1.2,Hybrid,1987,276979,400
VW,Golf,1.8,Petrol,2003,101937,6509
VW,Polo,1.0,Petrol,2013,43886,11774
VW,Polo,1.2,Petrol,2013,73855,10637
Ford,Focus,1.6,Petrol,2017,57873,25173
Ford,Focus,1.6,Diesel,2001,121698,5785
VW,Polo,1.2,Petrol,2009,81883,7711
VW,Passat,1.4,Diesel,2000,171496,3538
Ford,Focus,1.0,Petrol,1987,132547,1573
VW,Passat,1.4,Petrol,2017,24430,30141
BMW,X3,2.4,Diesel,2006,98950,13593
VW,Passat,1.4,Diesel,2009,132842,8852
VW,Polo,1.4,Petrol,1986,260477,404
VW,Passat,1.6,Diesel,1991,235666,1177
Toyota,RAV4,2.2,Hybrid,2011,82763,24530
Ford,Focus,1.4,Diesel,2016,39673,25891
Ford,Fiesta,1.0,Petrol,1992,47774,2762
BMW,Z4,2.0,Petrol,2014,58147,25387
Ford,Mondeo,2.0,Diesel,2003,154479,5636
VW,Polo,1.4,Petrol,2013,46322,13725
VW,Golf,1.8,Diesel,1996,196032,1995
Porsche,Cayenne,3.0,Petrol,2013,39488,46753
Toyota,Yaris,1.0,Petrol,2006,96885,5845
Toyota,Yaris,1.4,Hybrid,2019,20700,32186
Ford,Mondeo,1.4,Hybrid,2001,145462,5077
VW,Polo,1.0,Petrol,2018,38340,16989
VW,Golf,1.4,Petrol,2008,116255,7198
BMW,Z4,2.0,Petrol,2003,93076,9615
Toyota,Prius,1.4,Hybrid,2010,74177,16520
Toyota,RAV4,1.8,Hybrid,1995,149567,4596
VW,Passat,1.6,Petrol,1990,117398,2863
VW,Golf,1.6,Petrol,2002,117653,5103
VW,Polo,1.0,Petrol,2020,22940,21213
VW,Passat,1.8,Diesel,2011,37534,22303
Toyota,RAV4,1.8,Hybrid,2011,94925,20356
Toyota,Yaris,1.0,Hybrid,1992,174037,1496
VW,Passat,1.8,Petrol,2003,184533,4174
Ford,Fiesta,1.4,Petrol,2013,32544,14520
BMW,Z4,2.2,Petrol,2014,59274,26434
Toyota,RAV4,2.0,Hybrid,2001,202340,4610
VW,Passat,1.8,Diesel,1992,129841,3309
VW,Passat,1.8,Petrol,2005,80034,10836
Ford,Focus,2.0,Petrol,1996,192045,2469
Ford,Mondeo,2.0,Diesel,2019,36447,38177
Toyota,RAV4,2.4,Hybrid,1998,134946,7292
Toyota,Yaris,1.0,Petrol,2010,58886,9901
VW,Passat,1.6,Diesel,2000,127543,5414
Ford,Fiesta,1.0,Petrol,2004,157340,2758
Toyota,Yaris,1.0,Petrol,1991,169299,1214
Toyota,Yaris,1.4,Hybrid,1987,205406,966
VW,Golf,1.6,Petrol,2003,76484,7351
Ford,Fiesta,1.4,Petrol,2012,75934,10326
VW,Polo,2.0,Diesel,2000,127046,4109
Toyota,Prius,1.8,Hybrid,2017,39115,37356
VW,Passat,1.6,Diesel,2015,18626,30577
Toyota,Prius,1.4,Hybrid,1991,231525,1296
Ford,Focus,1.8,Petrol,1996,112992,4475
Ford,Fiesta,1.2,Petrol,2002,170034,2377
Ford,Mondeo,1.6,Diesel,2016,27842,29387
Ford,Fiesta,1.2,Hybrid,2015,39606,17681
Toyota,RAV4,2.4,Petrol,1996,284839,1414
Toyota,RAV4,1.8,Hybrid,2017,30794,46103
Toyota,Prius,1.0,Hybrid,2013,81281,16243
VW,Polo,1.2,Petrol,1991,163174,1241
Ford,Mondeo,2.0,Diesel,1991,212984,1530
BMW,M5,4.0,Petrol,2007,97405,31027
Ford,Fiesta,1.0,Petrol,1997,215739,1043
Toyota,Yaris,1.2,Hybrid,2003,85571,6820
Ford,Fiesta,1.2,Petrol,2001,185312,1951
Ford,Fiesta,1.4,Petrol,1991,287138,428
Porsche,718 Cayman,2.4,Petrol,2004,135042,9909
Toyota,Yaris,1.2,Hybrid,2015,56205,18479
VW,Passat,1.6,Petrol,2008,82771,12244
BMW,M5,5.0,Petrol,2017,39154,99436
VW,Golf,2.0,Petrol,2005,109364,7420
Ford,Focus,1.6,Petrol,1989,226513,1019
BMW,M5,5.0,Petrol,2014,58820,72066
VW,Golf,2.0,Hybrid,1994,158502,2898
Ford,Fiesta,1.0,Petrol,2008,67377,7080
Toyota,Yaris,1.0,Hybrid,2017,38436,21505
Ford,Mondeo,1.8,Diesel,1998,164481,3525
BMW,X3,2.4,Petrol,2012,90750,20490
Ford,Mondeo,1.4,Petrol,2012,53155,17227
Ford,Focus,1.8,Diesel,1993,176575,2301
VW,Polo,1.0,Petrol,1993,84410,2380
Ford,Mondeo,1.4,Diesel,1998,169919,2970
VW,Passat,2.0,Diesel,2015,45664,29228
VW,Polo,1.4,Petrol,2017,58793,16569
VW,Polo,1.2,Petrol,2013,42711,12990
Ford,Focus,1.6,Diesel,2004,93927,8692
Ford,Mondeo,2.0,Diesel,2016,54653,27962
Ford,Focus,1.8,Diesel,2016,58749,26080
Toyota,Prius,1.4,Hybrid,1990,274599,814
Ford,Mondeo,1.8,Diesel,2005,170050,5365
VW,Polo,2.0,Petrol,2010,71872,11395
VW,Polo,2.0,Diesel,2012,89417,12110
Ford,Mondeo,2.0,Diesel,2017,49974,30780
Toyota,RAV4,1.8,Hybrid,2015,49497,36072
Toyota,Prius,1.0,Hybrid,1988,108794,2516
Toyota,Prius,1.4,Hybrid,1985,157337,1661
VW,Golf,1.6,Diesel,2013,56754,17127
Porsche,718 Cayman,2.0,Petrol,1998,143853,5650
VW,Golf,1.6,Petrol,2013,71517,14808
Ford,Fiesta,1.0,Petrol,1992,268571,460
VW,Golf,2.0,Petrol,1995,170237,2340
Toyota,Yaris,1.2,Petrol,2011,95160,9049
Toyota,Prius,1.8,Hybrid,1990,133913,3178
VW,Passat,1.8,Diesel,2011,80451,16926
VW,Polo,1.0,Petrol,1995,168060,1420
Toyota,RAV4,1.8,Petrol,2015,65337,27163
Ford,Mondeo,1.8,Diesel,1991,182712,1893
Toyota,Yaris,1.2,Hybrid,1997,136584,3116
Toyota,Prius,1.8,Hybrid,2010,49300,22017
Ford,Fiesta,1.2,Petrol,1999,184669,1717
VW,Passat,1.8,Petrol,2004,100008,8796
Toyota,Prius,1.0,Hybrid,2010,96245,11961
Ford,Mondeo,2.0,Diesel,1995,262644,1268
Toyota,RAV4,2.4,Hybrid,2015,52330,40922
Toyota,RAV4,2.4,Hybrid,2020,19435,69312
Toyota,Yaris,1.2,Hybrid,2016,63664,18824
Ford,Fiesta,1.4,Petrol,2012,61988,11331
VW,Polo,1.2,Petrol,2010,33527,11231
Ford,Focus,1.6,Diesel,2013,17129,25771
VW,Golf,2.0,Diesel,1990,201008,1349
Toyota,Prius,1.8,Hybrid,2004,121307,8919
VW,Passat,1.6,Petrol,2006,151140,6368
VW,Golf,2.0,Petrol,2015,66206,19598
Ford,Mondeo,1.8,Diesel,2000,140343,4911
Toyota,Yaris,1.2,Hybrid,2017,37430,23698
VW,Golf,1.4,Diesel,1996,126814,3130
Ford,Focus,2.0,Petrol,2012,115289,13471
Toyota,Prius,1.8,Hybrid,1994,132870,4184
VW,Polo,2.0,Petrol,2012,92366,11293
VW,Polo,1.0,Diesel,2007,68019,7107
Toyota,Yaris,1.2,Petrol,1986,256473,438
BMW,Z4,2.4,Petrol,2016,33380,36980
Porsche,911,3.5,Petrol,2014,52773,74126
BMW,M5,4.4,Petrol,2010,78948,45287
Toyota,RAV4,2.4,Hybrid,2003,119563,11477
VW,Polo,1.4,Petrol,1992,160404,1467
Toyota,Yaris,1.2,Petrol,1999,157966,2493
VW,Golf,1.6,Petrol,2018,27157,27215
BMW,Z4,2.0,Petrol,2011,79703,18006
VW,Polo,1.4,Petrol,1998,167104,2069
Toyota,Yaris,1.2,Hybrid,2016,47924,20806
Ford,Focus,1.4,Diesel,2007,101073,9429
BMW,X3,3.0,Diesel,2016,25018,47818
BMW,X3,2.4,Diesel,1988,275595,902
Ford,Mondeo,1.6,Petrol,2003,156535,4720
Toyota,Yaris,1.4,Hybrid,2006,126743,6628
VW,Passat,2.0,Diesel,2006,100052,11120
VW,Passat,2.0,Petrol,1987,236388,954
Toyota,Prius,1.8,Hybrid,2007,121012,10918
Ford,Focus,2.0,Diesel,2000,206817,2972
Toyota,Prius,1.4,Hybrid,1992,142260,2996
BMW,Z4,2.0,Petrol,2014,37663,28810
Ford,Focus,1.0,Petrol,1991,168148,1535
Toyota,RAV4,1.8,Hybrid,2015,22825,42212
Toyota,RAV4,2.4,Hybrid,2005,114858,13594
Toyota,Prius,1.0,Hybrid,1993,89971,4028
VW,Golf,1.6,Petrol,1986,311658,316
Ford,Mondeo,1.4,Diesel,2004,148376,5299
Toyota,Yaris,1.2,Hybrid,2009,68155,11460
Toyota,Yaris,1.2,Petrol,2010,82934,9232
Toyota,Prius,1.8,Hybrid,2005,88808,12128
VW,Golf,1.4,Petrol,2016,37644,20964
VW,Polo,1.2,Petrol,2014,71010,11591
Toyota,Prius,1.8,Hybrid,2004,91064,11165
Ford,Mondeo,1.8,Diesel,1987,248446,805
Ford,Mondeo,2.0,Petrol,2015,48270,25928
Toyota,Yaris,1.4,Hybrid,2016,32161,24697
VW,Polo,2.0,Petrol,2015,68047,16315
BMW,M5,4.0,Petrol,1994,273292,2905
Toyota,RAV4,2.4,Hybrid,1999,167406,5976
Ford,Fiesta,1.2,Hybrid,2011,63482,11663
Ford,Fiesta,1.2,Diesel,2020,18077,24419
Ford,Focus,1.0,Petrol,2018,33714,24665
Ford,Fiesta,1.4,Petrol,2013,56754,12528
Ford,Mondeo,2.0,Petrol,1999,116570,5556
Ford,Mondeo,2.0,Petrol,2002,150200,5201
VW,Polo,1.2,Petrol,2011,55596,10495
Ford,Mondeo,1.8,Diesel,2002,148691,5245
Ford,Focus,1.8,Petrol,1993,387874,304
Toyota,Yaris,1.0,Petrol,2004,133498,3874
Toyota,Prius,1.0,Hybrid,2019,18083,35874
Toyota,Prius,1.8,Hybrid,1994,219451,2003
Toyota,Yaris,1.4,Hybrid,2020,8085,36811
Ford,Fiesta,1.0,Hybrid,2014,55390,13700
VW,Golf,1.4,Diesel,2016,35985,22229
Toyota,Prius,1.4,Hybrid,2013,39929,25111
VW,Golf,1.2,Petrol,2007,81447,8033
BMW,Z4,2.2,Petrol,2014,49329,28150
BMW,Z4,2.2,Petrol,2013,28964,29736
Ford,Focus,1.4,Petrol,2017,61651,22981
Toyota,Prius,1.8,Hybrid,2012,35178,27398
VW,Polo,1.4,Petrol,2005,136183,4251
Porsche,Cayenne,3.0,Petrol,2015,45607,51481
Toyota,Prius,1.0,Hybrid,2016,32437,27092
Toyota,Prius,1.4,Hybrid,2010,102038,13567
Toyota,Prius,1.0,Hybrid,2020,9787,40087
Toyota,RAV4,2.0,Hybrid,1994,144450,4725
Ford,Mondeo,1.6,Hybrid,2007,106403,10975
BMW,X3,2.0,Diesel,2006,95802,12696
VW,Passat,1.6,Diesel,1994,123733,3738
Toyota,RAV4,2.2,Petrol,1989,145022,2945
Toyota,Prius,1.4,Hybrid,2017,34908,33775
Ford,Mondeo,1.6,Diesel,2017,70518,24108
Porsche,718 Cayman,4.0,Petrol,1999,193219,5634
Toyota,RAV4,1.8,Hybrid,2006,131000,11107
Ford,Fiesta,1.4,Petrol,2013,59591,12302
BMW,M5,4.0,Petrol,2011,66966,50043
VW,Passat,1.8,Diesel,2006,137849,7897
Ford,Fiesta,1.2,Petrol,2000,114598,3250
VW,Passat,2.0,Diesel,2018,30929,38967
VW,Golf,1.4,Diesel,2016,32129,22735
Ford,Fiesta,1.2,Petrol,2000,83148,4087
Ford,Fiesta,1.0,Petrol,2012,82847,8321
Porsche,Cayenne,4.0,Petrol,1999,217039,5402
VW,Golf,1.6,Hybrid,1991,231937,1117
Toyota,RAV4,1.8,Petrol,1991,71702,5257
VW,Polo,1.4,Petrol,2010,31962,12242
VW,Golf,1.2,Diesel,2003,32559,8826
VW,Polo,1.6,Diesel,1996,259256,894
Ford,Mondeo,1.4,Diesel,2009,9700,19035
VW,Passat,2.0,Diesel,2005,87586,11378
Ford,Fiesta,1.2,Petrol,1998,155188,2061
Toyota,RAV4,2.2,Hybrid,2018,40276,51529
BMW,X3,3.0,Diesel,2007,160639,10016
VW,Passat,1.6,Diesel,2002,149336,5197
BMW,Z4,2.0,Petrol,1993,183921,2394
Toyota,RAV4,2.2,Hybrid,1991,199870,2537
Ford,Fiesta,1.0,Petrol,1998,88889,3136
Ford,Mondeo,1.4,Diesel,2021,7810,42784
Ford,Fiesta,1.0,Diesel,2013,80887,9468
Toyota,Prius,1.4,Hybrid,1990,28105,5806
Ford,Focus,2.0,Petrol,1997,213524,2183
Porsche,718 Cayman,2.0,Petrol,2021,17045,62459
Toyota,Prius,1.8,Hybrid,1995,104560,5555
Ford,Focus,1.4,Diesel,1985,296935,398
Ford,Focus,1.6,Petrol,2000,52712,8374
Toyota,Prius,1.0,Hybrid,2001,105569,6131
VW,Passat,1.4,Diesel,2006,101162,9228
BMW,Z4,2.4,Petrol,2013,43663,28479
Ford,Focus,1.0,Diesel,2000,114588,4518
Ford,Focus,2.0,Diesel,2011,92931,15609
Ford,Fiesta,1.2,Petrol,2001,167313,2276
Porsche,Cayenne,3.5,Petrol,1992,134759,6380
Ford,Mondeo,1.6,Diesel,2018,39007,31463
Porsche,Cayenne,3.0,Petrol,1991,262591,1808
Ford,Fiesta,1.0,Petrol,2006,99846,4941
VW,Polo,1.4,Petrol,1992,148145,1623
VW,Polo,2.0,Diesel,2001,160958,3339
BMW,Z4,2.0,Petrol,1991,292606,777
Ford,Focus,1.4,Petrol,1997,183699,2374
VW,Polo,2.0,Petrol,1997,210040,1594
Ford,Focus,2.0,Petrol,2008,88876,12528
VW,Golf,1.8,Petrol,1993,114583,3041
Ford,Focus,2.0,Petrol,1995,197633,2199
Ford,Fiesta,1.4,Petrol,2008,106701,6350
Toyota,RAV4,2.4,Hybrid,2011,62917,29289
VW,Polo,2.0,Petrol,1995,186684,1713
Ford,Focus,1.4,Petrol,2016,30186,26069
Ford,Mondeo,2.0,Diesel,2016,61228,26808
VW,Golf,1.8,Petrol,2011,78775,13084
Ford,Mondeo,1.4,Diesel,2014,54353,20513
VW,Polo,1.6,Petrol,2004,178764,2989
Toyota,RAV4,2.2,Hybrid,2003,158353,8057
VW,Polo,1.0,Petrol,2012,77055,8889
Ford,Fiesta,1.0,Petrol,2016,16421,16407
Toyota,RAV4,2.4,Hybrid,2022,10162,83241
Ford,Fiesta,1.2,Diesel,2015,49944,14526
Ford,Focus,1.0,Petrol,1993,225216,1064
Toyota,Yaris,1.2,Petrol,2010,63891,10499
Toyota,Prius,1.0,Hybrid,1998,226061,1836
VW,Polo,1.0,Petrol,1998,139142,2200
Toyota,Yaris,1.4,Hybrid,2013,46792,18528
Toyota,Prius,1.4,Hybrid,2019,17850,42501
Toyota,Yaris,1.4,Petrol,1995,163275,1973
VW,Golf,1.8,Petrol,2006,115534,7182
Ford,Mondeo,2.0,Diesel,1996,198233,2433
BMW,X3,2.4,Diesel,2010,80183,20277
VW,Passat,2.0,Diesel,2015,39001,30428
VW,Golf,2.0,Diesel,1986,252426,648
Ford,Fiesta,1.4,Petrol,2017,53775,16668
BMW,M5,4.4,Petrol,1997,179875,8656
VW,Passat,1.4,Petrol,2019,32159,32955
Toyota,RAV4,2.2,Hybrid,1996,175758,4364
VW,Passat,1.4,Diesel,1996,146496,3335
VW,Polo,1.6,Petrol,2011,100733,8894
VW,Passat,1.8,Diesel,1997,158711,3656
Toyota,RAV4,1.8,Hybrid,2019,28643,53333
Ford,Mondeo,2.0,Petrol,2004,62499,11377
Ford,Focus,1.0,Petrol,2017,36279,22730
Ford,Mondeo,2.0,Petrol,2002,241288,2347
BMW,Z4,2.4,Petrol,1998,69241,8901
Toyota,RAV4,2.4,Hybrid,1994,179147,3875
Porsche,718 Cayman,4.0,Petrol,1991,155947,4539
VW,Polo,1.6,Petrol,1997,207904,1453
Ford,Focus,1.0,Petrol,2009,57080,11734
VW,Passat,2.0,Diesel,2001,137020,6004
Toyota,Yaris,1.0,Petrol,2002,139139,3241
Toyota,RAV4,2.2,Hybrid,2001,221229,4085
VW,Golf,1.8,Petrol,2020,17736,34756
BMW,X3,2.4,Diesel,1989,192721,2051
Toyota,Yaris,1.4,Hybrid,1996,166963,2454
Ford,Fiesta,1.4,Petrol,1993,160888,1521
Porsche,Cayenne,4.0,Diesel,1997,171100,7416
Ford,Focus,1.4,Petrol,1984,238276,613
Porsche,911,3.5,Petrol,1999,125197,16341
VW,Golf,1.2,Petrol,1988,178696,1057
VW,Golf,1.6,Petrol,2005,155998,4592
Ford,Mondeo,1.4,Diesel,2012,84523,14681
Toyota,Prius,1.4,Hybrid,2014,62412,23323
VW,Polo,1.0,Petrol,2000,88993,3675
Toyota,RAV4,2.0,Hybrid,2001,150156,7193
Toyota,Yaris,1.0,Hybrid,1990,234260,769
Toyota,Prius,1.8,Hybrid,1992,227660,1627
Porsche,718 Cayman,2.0,Petrol,1992,139701,3916
BMW,X3,3.0,Petrol,2013,61339,29919
VW,Passat,1.8,Diesel,2018,17733,39806
Toyota,Yaris,1.4,Hybrid,2005,138391,5655
Toyota,RAV4,2.2,Hybrid,2007,106025,15892
Porsche,911,3.5,Petrol,1998,115294,16497
VW,Polo,1.4,Petrol,1993,162457,1541
Toyota,Yaris,1.4,Petrol,2020,20684,28673
Porsche,718 Cayman,2.0,Petrol,1989,126706,3553
